p,o,f,g,sp,plant,week,sample,rh,prcp,tempavg,tempmax,smobs,seqct
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasium wieringae,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#6,9,#6.9,65.47142857,0,58.57142857,78,0,15
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#6,9,#6.9,65.47142857,0,58.57142857,78,0,2
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#6,9,#6.9,65.47142857,0,58.57142857,78,0,2
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasium wieringae,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,1
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#5,9,#5.9,65.47142857,0,58.57142857,78,1,10
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasium wieringae,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleraceae,Fonsecazyma,Fonsecazyma sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,1
Basidiomycota,Tremellales,Bulleraceae,Fonsecazyma,Fonsecazyma sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Tremellales,Bulleraceae,Fonsecazyma,Fonsecazyma sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,2
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,1
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,1
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,9,#9.9,65.47142857,0,58.57142857,78,1,20
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,9,#9.9,65.47142857,0,58.57142857,78,1,1
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,9,#9.9,65.47142857,0,58.57142857,78,1,6
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#9,9,#9.9,65.47142857,0,58.57142857,78,1,7
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#6,9,#6.9,65.47142857,0,58.57142857,78,0,13
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#6,9,#6.9,65.47142857,0,58.57142857,78,0,1
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#6,9,#6.9,65.47142857,0,58.57142857,78,0,1
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,4
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#5,9,#5.9,65.47142857,0,58.57142857,78,1,53
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#5,9,#5.9,65.47142857,0,58.57142857,78,1,8
Basidiomycota,Tremellales,Bulleraceae,Genolevuria,Genolevuria amylolytica,#5,9,#5.9,65.47142857,0,58.57142857,78,1,5
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella sinensis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella zeae,#9,9,#9.9,65.47142857,0,58.57142857,78,1,40
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella luteola,#9,9,#9.9,65.47142857,0,58.57142857,78,1,42
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella luteola,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella sinensis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,3
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella zeae,#6,9,#6.9,65.47142857,0,58.57142857,78,0,171
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella luteola,#6,9,#6.9,65.47142857,0,58.57142857,78,0,105
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella luteola,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella sinensis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,7
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella zeae,#5,9,#5.9,65.47142857,0,58.57142857,78,1,39
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella luteola,#5,9,#5.9,65.47142857,0,58.57142857,78,1,15
Basidiomycota,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella luteola,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Dothideales,Dothioraceae,Hormonema,Hormonema prunorum,#9,9,#9.9,65.47142857,0,58.57142857,78,1,38
Ascomycota,Dothideales,Dothioraceae,Hormonema,Hormonema prunorum,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Ascomycota,Dothideales,Dothioraceae,Hormonema,Hormonema prunorum,#5,9,#5.9,65.47142857,0,58.57142857,78,1,1
Basidiomycota,Agaricostilbales,Kondoaceae,Kondoa,Kondoa thailandica,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Agaricostilbales,Kondoaceae,Kondoa,Kondoa yuccicola,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Basidiomycota,Agaricostilbales,Kondoaceae,Kondoa,Kondoa thailandica,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Basidiomycota,Agaricostilbales,Kondoaceae,Kondoa,Kondoa yuccicola,#6,9,#6.9,65.47142857,0,58.57142857,78,0,3
Basidiomycota,Agaricostilbales,Kondoaceae,Kondoa,Kondoa thailandica,#5,9,#5.9,65.47142857,0,58.57142857,78,1,1
Basidiomycota,Agaricostilbales,Kondoaceae,Kondoa,Kondoa yuccicola,#5,9,#5.9,65.47142857,0,58.57142857,78,1,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,2
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,5
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,3
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,10
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,3
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#9,9,#9.9,65.47142857,0,58.57142857,78,1,374
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#9,9,#9.9,65.47142857,0,58.57142857,78,1,3
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#9,9,#9.9,65.47142857,0,58.57142857,78,1,8
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,7
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,1479
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,24
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,15
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,12
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,4
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,95
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,28
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,4
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,13
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,23
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,43
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,5
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,10
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,30
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,2
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,2
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,4
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,2
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,11
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,9
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,61
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,36
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,35
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,15
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,29
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,11
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,9
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#6,9,#6.9,65.47142857,0,58.57142857,78,0,761
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#6,9,#6.9,65.47142857,0,58.57142857,78,0,35
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#6,9,#6.9,65.47142857,0,58.57142857,78,0,9
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,55
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,7211
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,69
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,19
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,25
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,96
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,10
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,101
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,36
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,19
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,11
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,39
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,324
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,21
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,33
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,6
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,123
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,26
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,18
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,58
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,9
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,16
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,11
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,30
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,28
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,22
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,17
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,18
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,14
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,11
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#5,9,#5.9,65.47142857,0,58.57142857,78,1,388
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#5,9,#5.9,65.47142857,0,58.57142857,78,1,14
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina chartarum,#5,9,#5.9,65.47142857,0,58.57142857,78,1,1
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,61
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,7592
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,52
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,29
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,12
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,99
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,6
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,79
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,31
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,16
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,5
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,35
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,284
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,9
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,21
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,9
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,92
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,16
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,16
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,34
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,16
Ascomycota,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina australis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,14
Ascomycota,Dothideales,incertae sedis,Leptospora,Leptospora rubella,#9,9,#9.9,65.47142857,0,58.57142857,78,1,3
Ascomycota,Dothideales,incertae sedis,Leptospora,Leptospora rubella,#6,9,#6.9,65.47142857,0,58.57142857,78,0,2
Ascomycota,Dothideales,incertae sedis,Leptospora,Leptospora rubella,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma corticola,#9,9,#9.9,65.47142857,0,58.57142857,78,1,41
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomoides,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,7
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma corticola,#6,9,#6.9,65.47142857,0,58.57142857,78,0,11
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomoides,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,2
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma corticola,#5,9,#5.9,65.47142857,0,58.57142857,78,1,34
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,#5,9,#5.9,65.47142857,0,58.57142857,78,1,1
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomoides,#5,9,#5.9,65.47142857,0,58.57142857,78,1,1
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma sp.,#5,9,#5.9,65.47142857,0,58.57142857,78,1,5
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella valgourgensis,#9,9,#9.9,65.47142857,0,58.57142857,78,1,4
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella valgourgensis,#6,9,#6.9,65.47142857,0,58.57142857,78,0,1
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella valgourgensis,#5,9,#5.9,65.47142857,0,58.57142857,78,1,1
Ascomycota,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta sp. ,#9,9,#9.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta sp. ,#6,9,#6.9,65.47142857,0,58.57142857,78,0,1
Ascomycota,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta sp. ,#5,9,#5.9,65.47142857,0,58.57142857,78,1,0
Ascomycota,Pleosporales,Cucurbitaceae,Neocucurbitaria,Neocucurbitaria sp.,#9,9,#9.9,65.47142857,0,58.57142857,78,1,1
Ascomycota,Pleosporales,Cucurbitaceae,Neocucurbitaria,Neocucurbitaria sp.,#6,9,#6.9,65.47142857,0,58.57142857,78,0,0
